party_id,election_date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,manifesto_id,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title,key
62320,197407,english,CEMP,False,True,False,62320_197407,411c5dfb6abf46f28e703eb66f58c777,,,False,,,A free and generous society,62320_197407
62420,197407,english,CEMP,False,True,False,62420_197407,de2db475edb53397db843176fe9da833,,,False,,,Collection of campaign leaflets,62420_197407
62620,197407,english,CEMP,False,True,False,62620_197407,b1a4141d19d3e2d1f04fd821ce2a3550,,,False,,,Campaign leaflets,62620_197407
62951,197407,,,,,,,,,,,,,Estimate,62951_197407
62320,197905,,,,,,,,,,,,,New Democratic ideas for working on Canada’s future,62320_197905
62420,197905,,,,,,,,,,,,,Collection of campaign leaflets,62420_197905
62620,197905,,,,,,,,,,,,,Campaign leaflets,62620_197905
62320,198002,,,,,,,,,,,,,A choice for Canadians: policies of the New Democratic Party,62320_198002
62420,198002,english,CEMP,False,True,False,62420_198002,03593d6423445f41904d4346684b92b8,,,False,,,Collection of campaign leaflets,62420_198002
62620,198002,english,CEMP,False,True,False,62620_198002,418cc9f6f3ec54400d1dc18625221a59,,,False,,,Campaign leaflets,62620_198002
62320,198409,english,CEMP,False,True,False,62320_198409,1ec7feac1dfe5ff29a670788e10e21ce,,,False,,,A new Democratic future. New opportunities for Canadians like you,62320_198409
62420,198409,english,CEMP,False,True,False,62420_198409,cb146a128918de456e0874ac77cd5642,,,False,,,"‘The Issues’, John Turner Speaks Out",62420_198409
62620,198409,,,,,,,,,,,,,PC politique atout 84,62620_198409
62320,198811,english,CEMP,False,True,False,62320_198811,41fb0c29037721ef8df68042de2babc5,,,False,,,"‘Meeting the Challenge’, Ed Broadbent and the New Democrats speak up for average Canadians",62320_198811
62420,198811,,,,,,,,,,,,,What a Liberal government will do for you,62420_198811
62620,198811,french,CEMP,False,True,False,62620_198811,04f94e142526aa0c03d04256f3be5a45,,,False,,,PC politiques en bref,62620_198811
62320,199310,,,,,,,,,,,,,"Les priorité, ce sont les gens",62320_199310
62420,199310,english,CEMP,False,True,False,62420_199310,2f85f1deda030dcab91eada6bda22cd1,,,False,,,Creating opportunity: the Liberal plan for Canada,62420_199310
62620,199310,french,CEMP,False,True,False,62620_199310,06ea3aa07c03ea30b97d72d430c3c90a,,,False,,,Un gouvernement au service de la population. Par respect envers le contribuable,62620_199310
62621,199310,,,,,,,,/down/originals/62621_1993.pdf,93f2129636c85030e1f72d9a69c3f7bb,,,,Bâtir Un Nouveau Canada: Principes Et Politiques (French version),62621_199310
62901,199310,,,,,,,,/down/originals/2017-1/62901_1993.pdf,ad43d921918f6c1f8f966e6a2ad9bbd8,,,,Un Nouveau Parti Pour L'Étape Décisive (French version),62901_199310
62320,199706,english,CEMP,False,True,False,62320_199706,0c4154aa17209965f118957b03db82c7,,,False,,,A framework for Canada’s future,62320_199706
62420,199706,english,CEMP,False,True,False,62420_199706,9ab226bec6c9cd6293367532d4f0404e,,,False,,,Securing our future together,62420_199706
