country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm,key
51,United Kingdom,10,0,31/03/1966,196603,51620,Conservative Party,Conservatives,60,102,1,1982,.961,,41.88,0,,253,630,1,10,,448,32.8,.7000000000000001,0,1.6,0,0,1.1,1.8,2.2,0,0,3.6,.2,0,0,2,.7000000000000001,4,0,0,3.6,.9,1.6,0,0,0,1.1,1.3,0,.4,7.600000000000001,.2,0,5.100000000000001,0,0,1.1,3.1,3.6,2,1.1,2,.4,.2,0,.2,0,2,2,.2,0,0,2,3.1,1.6,.2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300000000000001,1.8,8.700000000000001,5.600000000000001,1.1,2020b,52RKMD,51620_196603
51,United Kingdom,10,0,18/06/1970,197006,51320,Labour Party,Labour,30,102,1,1982,.961,,43.072,0,,288,630,1,10,,527,3.6,6.600000000000001,1,.2,1.9,.4,3.8,.6,0,.2,0,.4,4.7,.4,0,11.8,1,.8,0,0,2.1,0,0,2.7,0,0,0,6.8,0,1.7,4.9,1.3,.4,1.3,0,0,4.4,3,9.5,3.2,1.3,5.3,.4,.6,0,0,0,3,1.3,1.3,1,0,0,1.1,.2,5.3,.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.3,4,3.4,12.7,5.2,2020b,4F892V,51320_197006
51,United Kingdom,10,0,18/06/1970,197006,51420,Liberal Party,,40,102,1,1982,.961,,7.469,0,,6,630,1,10,,94,2.1,0,0,0,0,0,2.1,5.3,5.3,0,0,1.1,3.2,0,0,6.4,0,0,4.3,0,0,13.8,5.3,1.1,0,0,0,3.2,1.1,0,0,0,0,0,0,0,1.1,0,1.1,0,0,0,0,0,2.1,4.3,0,8.5,0,0,0,4.3,1.1,7.4,0,6.4,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4,0,1.1,2.1,2020b,RAQDVW,51420_197006
51,United Kingdom,10,0,18/06/1970,197006,51620,Conservative Party,Conservatives,60,102,1,1982,.961,,46.376,0,,330,630,1,10,,436,13.5,1.2,.2,.2,.9,0,1.2,.7000000000000001,1.2,0,0,3.4,2.1,.7000000000000001,0,4.8,0,5.7,3.9,2.5,1.4,6.2,1.8,4.8,0,1.4,0,2.5,1.6,.7000000000000001,.5,.9,.5,.7000000000000001,0,0,1.2,1.4,1.4,6.2,0,3.4,0,3.7,0,0,0,7.100000000000001,5.7,0,0,.9,0,2.1,.9,.2,.7000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.199999999999999,7.5,2.1,7.600000000000001,1.4,2020b,JJR9CN,51620_197006
51,United Kingdom,10,10,28/02/1974,197402,51320,Labour Party,Labour,30,102,1,1982,.961,,37.159,0,,301,635,1,10,,338,13,.3,0,.9,0,2.4,.3,4.4,.6,.9,7.100000000000001,2.1,1.5,0,0,1.8,0,2.7,.3,1.2,0,.3,5.3,4.7,0,.6,0,.3,0,.6,2.4,3.3,11,.3,0,0,.6,0,.9,6.8,0,1.8,.3,.3,0,0,0,.6,1.2,0,0,11.5,0,1.5,2.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.5,13.3,.3,7.7,2.7,2020b,THQUZX,51320_197402
51,United Kingdom,10,10,28/02/1974,197402,51420,Liberal Party,,40,102,1,1982,.961,,19.335,0,,14,635,1,10,,998,17,0,0,0,0,0,0,2.1,3.1,.3,0,7.3,4.7,0,0,4.2,0,2.4,1.1,1.6,.8,.1,.1,5.2,.1,0,.4,2.2,0,.1,0,8.4,0,0,0,0,2.2,0,4.8,13,.2,2.3,.2,0,0,0,0,.2,3.3,.6,0,1.5,.5,3.4,2.9,.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.4,13.7,.8,17.8,0,2020b,6F98KP,51420_197402
51,United Kingdom,10,10,28/02/1974,197402,51620,Conservative Party,Conservatives,60,102,1,1982,.961,,37.882,0,,297,635,1,10,,1038,13.2,2.2,0,0,1.1,0,.4,1.9,3.4,0,0,4.4,1.1,.3,0,.5,0,1.8,.4,1.8,0,2.6,.8,0,0,0,.3,6.4,0,1.3,3.2,2.2,.1,.9,0,0,3.8,1.8,6.4,9.300000000000001,1.3,4.9,.4,3.5,0,0,0,4.3,2.5,0,0,2.3,3.6,1.6,0,1.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,.9,15.7,.4,2020b,W1JDS5,51620_197402
51,United Kingdom,10,10,10/10/1974,197410,51320,Labour Party,Labour,30,102,1,1982,.961,,39.251,0,,319,635,1,10,,514,24.5,1.4,.4,.2,.6,.2,1.8,3.9,0,0,1,.2,6,1.4,0,.4,0,0,0,0,0,0,0,3.5,0,.2,0,2.1,.4,.8,2,6.4,3.7,2.3,0,0,2.5,.8,3.9,3.5,0,2.5,0,0,0,0,0,2.3,2.9,0,0,5.3,0,2.3,.6,2.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.5,9.9,2.3,7.4,2.4,2020b,ZUV12Z,51320_197410
51,United Kingdom,10,10,10/10/1974,197410,51420,Liberal Party,,40,102,1,1982,.961,,18.317,0,,13,635,1,10,,331,26.6,0,0,0,0,0,0,.6,2.1,0,.6,2.1,1.2,.9,1.2,3,0,1.8,.3,4.8,1.2,6.9,2.4,2.7,0,0,0,1.2,.9,1.8,.3,9.1,2.1,2.7,0,0,0,0,9.1,3.3,.9,0,0,.6,.3,0,0,0,4.8,0,0,.9,.3,0,.9,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,14.2,3.9,12.4,0,2020b,96N138,51420_197410
51,United Kingdom,10,10,10/10/1974,197410,51620,Conservative Party,Conservatives,60,102,1,1982,.961,,35.844,0,,277,635,1,10,,367,18.5,1.6,0,0,2.4,0,.5,1.4,4.1,0,0,1.4,2.2,0,0,2.4,0,1.1,0,1.4,2.7,4.4,0,1.4,0,0,0,7.600000000000001,0,3.3,.8,.5,.5,2.2,0,0,2.2,1.1,11.2,3.3,.5,2.7,.5,.5,0,.8,0,7.100000000000001,2.4,0,0,1.9,1.4,2.2,.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,1.9,4.9,14.5,.5,2020b,CNTYZK,51620_197410
51,United Kingdom,10,10,03/05/1979,197905,51320,Labour Party,Labour,30,102,1,1982,.961,,36.937,0,,269,635,1,10,,429,8.9,0,1.9,.2,.2,.9,2.6,3.3,.5,0,5.100000000000001,1.9,5.8,0,0,1.6,.5,2.1,0,0,.2,3,1.9,3,0,1.2,0,0,0,6.100000000000001,5.100000000000001,.2,4,.5,0,0,3.7,3.5,7,8.4,0,3.5,0,.9,0,0,0,1.2,1.2,0,0,.7000000000000001,0,2.6,.5,2.6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.6,5.100000000000001,.7000000000000001,15.4,5.4,2020b,LRPGFD,51320_197905
51,United Kingdom,10,10,03/05/1979,197905,51420,Liberal Party,,40,102,1,1982,.961,,13.817,0,,11,635,1,10,,266,4.1,.4,.4,0,.8,.4,1.9,3.8,4.1,0,0,6.4,20.3,1.1,0,6,0,3.4,0,0,.4,1.9,.8,1.1,0,0,.4,0,.4,3.4,4.9,.8,0,0,0,0,9.800000000000001,0,3.4,4.1,0,1.9,0,0,0,0,0,2.6,2.6,0,0,0,0,2.6,1.1,2.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.9,2.7,.4,7.5,2.7,2020b,YRD58O,51420_197905
51,United Kingdom,10,10,03/05/1979,197905,51620,Conservative Party,Conservatives,60,102,1,1982,.961,,43.874,0,,339,635,1,10,,409,12.2,.2,0,.5,3.4,0,.2,.7000000000000001,2,0,0,1,2,3.7,0,.5,0,7.100000000000001,0,.2,8.300000000000001,9.300000000000001,.2,0,0,3.7,.7000000000000001,0,0,3.4,.7000000000000001,0,0,4.2,0,0,1.5,1.7,2,1.7,.2,3.9,0,.7000000000000001,0,.2,0,3.9,1.7,0,0,.2,8.6,2.7,3.9,.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,.2,12.5,3.7,.2,2020b,CHM3SJ,51620_197905
51,United Kingdom,10,10,09/06/1983,198306,51320,Labour Party,Labour,30,102,1,1990,.961,,27.573,0,,209,650,1,10,,1455,10.1,2.7,2.2,0,.1,.4,5.4,3.2,0,0,2.3,3.4,3.3,0,.9,2,.1,.9,0,.2,.3,.8,4.2,5,0,.8,0,1.5,3.2,1.3,3,3.2,2.6,.1,0,0,2.1,3.4,5.5,11.6,0,3.9,0,.1,0,.1,.3,.5,.4,0,0,1.6,0,.8,.6,2.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.2,12.4,.4,17.1,8,2020b,8LT4TL,51320_198306
51,United Kingdom,10,10,09/06/1983,198306,51330,Social Democratic Party,SDP,30,102,1,1990,.961,,11.642,0,,6,650,2,10,,741,14.7,1.5,.1,0,.3,0,2.7,3.5,3.5,0,.3,3.2,3.4,0,2.7,3.1,0,3.6,.3,.7000000000000001,2.6,3.9,2.4,4.2,0,0,.8,2.3,1.8,3.9,4.1,.1,.1,.7000000000000001,0,0,1.3,.1,3.1,6.5,0,4.1,0,.3,0,.8,0,1.5,2.8,.1,.3,.1,.9,1.6,2,.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,6.7,3.3,9.6,2.8,2020b,8L2A4T,51330_198306
51,United Kingdom,10,10,09/06/1983,198306,51420,Liberal Party,,40,102,1,1990,.961,,13.727,0,,17,650,2,10,,741,14.7,1.5,.1,0,.3,0,2.7,3.5,3.5,0,.3,3.2,3.4,0,2.7,3.1,0,3.6,.3,.7000000000000001,2.6,3.9,2.4,4.2,0,0,.8,2.3,1.8,3.9,4.1,.1,.1,.7000000000000001,0,0,1.3,.1,3.1,6.5,0,4.1,0,.3,0,.8,0,1.5,2.8,.1,.3,.1,.9,1.6,2,.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,6.7,3.3,9.6,2.8,2020b,D69KJO,51420_198306
51,United Kingdom,10,10,09/06/1983,198306,51620,Conservative Party,Conservatives,60,102,1,1990,.961,,42.425,0,,397,650,1,10,,774,10.2,1.4,1.5,0,3,0,1.2,.9,1.8,.5,0,4.600000000000001,2.3,1,0,.3,.3,8.5,0,1.9,6.100000000000001,7.8,.1,.1,0,0,.4,5.4,0,1.8,7,0,0,4.8,0,0,3.4,2.1,.6,2.8,0,.8,0,1.2,0,1.4,0,4.600000000000001,.9,0,0,.5,1.2,1.7,1,.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,.2,10.9,3.4,2.7,2020b,HU8YQI,51620_198306
51,United Kingdom,10,10,11/06/1987,198706,51320,Labour Party,Labour,30,102,1,1990,.961,,30.833,0,,229,650,1,10,,561,3.565,.178,.357,0,2.317,2.139,2.674,3.922,.178,0,.357,4.635,2.496,0,0,3.743,.178,.535,0,.713,.713,1.07,3.209,3.387,.178,0,0,4.1,0,1.783,5.348,.357,1.07,2.317,0,0,4.813,1.783,1.783,8.913,0,4.635,0,0,0,.535,0,4.635,5.526,.713,0,3.209,0,1.426,0,1.07,9.447000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.547,6.952,3.03,10.695,5.169,2020b,KZ6WWJ,51320_198706
51,United Kingdom,10,10,11/06/1987,198706,51330,Social Democratic Party,SDP,30,102,1,1990,.961,,9.739000000000001,0,,5,650,2,10,,960,3.333,.417,.313,0,.9380000000000001,.625,1.771,2.708,2.396,0,.313,4.479,7.604,.104,.104,5.833,0,1.875,0,.521,1.458,.9380000000000001,1.146,1.875,1.771,0,.313,3.646,0,1.25,3.958,.104,.729,1.354,0,0,4.896,1.042,2.396,7.813,0,2.604,0,0,0,.833,0,7.083,5.521,.313,.104,.729,.729,3.958,.104,.9380000000000001,9.063000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.167,3.125,2.813,10.208,2.708,2020b,PY3KRA,51330_198706
51,United Kingdom,10,10,11/06/1987,198706,51420,Liberal Party,,40,102,1,1990,.961,,12.83,0,,17,650,2,10,,960,3.333,.417,.313,0,.9380000000000001,.625,1.771,2.708,2.396,0,.313,4.479,7.604,.104,.104,5.833,0,1.875,0,.521,1.458,.9380000000000001,1.146,1.875,1.771,0,.313,3.646,0,1.25,3.958,.104,.729,1.354,0,0,4.896,1.042,2.396,7.813,0,2.604,0,0,0,.833,0,7.083,5.521,.313,.104,.729,.729,3.958,.104,.9380000000000001,9.063000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.167,3.125,2.813,10.208,2.708,2020b,T2JBNG,51420_198706
51,United Kingdom,10,10,11/06/1987,198706,51620,Conservative Party,Conservatives,60,102,1,1990,.961,,42.302,0,,376,650,1,10,,1047,3.629,.9550000000000001,.191,0,3.82,0,1.337,1.433,.191,0,.669,8.118,1.242,.191,0,2.292,2.197,4.68,0,3.534,5.253,3.438,1.433,1.146,0,0,1.146,5.826000000000001,0,2.197,1.91,0,0,9.551,0,0,3.534,1.815,.096,6.208,.096,1.719,.478,.096,0,1.433,0,7.259,1.051,.9550000000000001,.669,0,1.433,2.197,.478,.191,3.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.468,2.579,14.804,6.304,1.528,2020b,5LMQ37,51620_198706
51,United Kingdom,10,10,09/04/1992,199204,51320,Labour Party,Labour,30,102,1,1992,.961,,34.392,0,,271,651,1,10,,637,4.9,.5,0,1.4,.5,1.4,.6,2.5,1.9,0,0,3.8,1.4,0,.3,3.3,0,4.1,.2,0,0,2.4,3.1,.8,0,.2,0,1.9,2.2,2.2,8.5,.2,.6,.6,0,0,6.600000000000001,1.7,3.1,14.8,0,10.8,0,0,0,.2,.3,2.2,.2,.2,0,2.5,.5,.2,.2,1.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.4,4.1,.6,17.9,2,2020b,3HHLZM,51320_199204
51,United Kingdom,10,10,09/04/1992,199204,51421,Liberal Democrats,LibDems,40,102,1,1992,.961,,17.848,0,,20,651,1,10,,837,16.8,.2,0,0,.5,1.6,.8,2.9,7.3,0,0,3.5,5.5,0,2.6,3.2,0,.6,0,0,.8,2.4,3,0,0,0,0,.5,1.9,.2,2.6,0,0,.6,0,0,11.5,3.6,1.4,7.9,0,10,0,0,0,0,0,1.8,0,0,0,0,0,2.2,0,1.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.1,3,1.4,9.300000000000001,2.4,2020b,4ZN5S7,51421_199204
51,United Kingdom,10,10,09/04/1992,199204,51620,Conservative Party,Conservatives,60,102,1,1992,.961,,41.926,0,,336,651,1,10,,1686,4.9,.2,0,0,2.6,.4,.4,1.5,2,0,1.1,3.3,.2,.1,0,.7000000000000001,.1,6.8,0,3.6,7.5,4.5,2.3,.1,0,0,.3,.2,0,2,6.5,0,0,2.2,0,0,5.8,3.8,2.3,5.8,0,3.3,0,8.1,0,1.5,0,6.8,1.8,.1,.1,.4,1.1,1.2,1.1,.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,2.4,9.700000000000001,8.1,.8,2020b,CBS9A9,51620_199204
51,United Kingdom,10,10,09/04/1992,199204,51621,Ulster Unionist Party,UUP,60,998,998,,,,.8100000000000001,0,,9,651,3,20,,261,0,5.364,0,0,.766,.766,1.149,.766,2.299,0,0,2.682,9.195,0,0,3.831,.766,6.897,0,4.981,0,1.533,0,0,0,0,0,1.916,0,3.831,1.916,0,0,0,0,.383,3.448,7.28,2.682,5.364,0,7.28,0,2.299,0,0,0,13.027,1.149,1.149,0,.766,0,4.981,0,0,1.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.149,0,0,8.045999999999999,1.916,2020b,83XHC7,51621_199204
51,United Kingdom,10,10,09/04/1992,199204,51902,Scottish National Party,SNP,90,998,998,,,,1.87,0,,3,651,3,20,,813,0,0,0,.123,1.353,1.107,.492,3.444,3.075,.123,.984,.738,3.69,.123,0,11.562,0,3.936,0,.615,.615,2.829,.369,0,.246,0,0,1.23,0,.246,6.15,.246,.123,1.722,0,.984,3.69,1.23,4.059,12.792,0,5.412,0,1.722,.615,2.214,0,4.428,1.353,1.845,0,2.952,0,7.257000000000001,1.845,.984,1.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.038,.615,2.337,16.851,1.599,2020b,OKGTA9,51902_199204
51,United Kingdom,10,10,09/04/1992,199204,51903,Democratic Unionist Party,DUP,90,998,998,,,,.31,0,,3,651,3,20,,374,0,0,0,0,0,1.07,.267,0,1.872,0,.535,1.604,.802,0,0,1.604,0,1.604,3.743,8.289,1.07,1.337,1.07,0,0,.267,0,1.872,0,0,6.952,0,0,2.406,0,0,1.872,2.674,6.684,12.299,.535,9.893000000000001,0,3.476,0,.267,0,8.289,.802,0,.802,.802,0,9.090999999999999,0,2.406,3.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.604,1.07,3.476,18.984,1.337,2020b,LU6FAH,51903_199204
51,United Kingdom,10,10,01/05/1997,199705,51210,We Ourselves,SF,20,998,998,,,,.41,0,,2,659,3,20,,537,.5590000000000001,0,2.235,0,0,.186,1.49,0,.186,0,0,3.911,4.842000000000001,0,0,.931,0,2.98,0,3.166,0,.372,.5590000000000001,0,0,0,0,2.98,0,0,6.145,0,0,.186,0,.186,5.214,3.538,20.298,8.380000000000001,.5590000000000001,7.635,0,1.862,0,.372,0,2.421,2.98,4.655,0,.745,0,4.283,0,2.421,3.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.007,.5590000000000001,.186,28.678,3.911,2020b,3NA4M5,51210_199705
51,United Kingdom,10,10,01/05/1997,199705,51320,Labour Party,Labour,30,102,1,1997,.961,,43.208,0,,419,659,1,10,,830,.12,.482,0,0,1.566,.843,.723,3.012,3.373,.241,.361,.964,2.289,.361,0,5.422,0,3.253,.964,11.325,.12,1.325,2.169,0,0,.723,0,5.783,0,1.566,6.506,0,.964,3.253,0,0,3.373,2.048,5.422,6.386,0,3.855,0,1.084,0,2.289,0,6.867,2.771,.12,0,2.892,0,.12,.964,.12,3.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.072000000000001,2.169,3.373,11.807,1.566,2020b,B4S6IO,51320_199705
51,United Kingdom,10,10,01/05/1997,199705,51421,Liberal Democrats,LibDems,40,102,1,1997,.961,,16.758,0,,46,659,1,10,2020-2,842,0,0,0,0,1.425,.713,.238,3.919,4.276,0,.8310000000000001,3.088,3.207,.119,0,4.276,0,2.494,.594,.8310000000000001,.8310000000000001,3.207,3.325,.594,0,.238,.356,4.988,0,.356,4.513,0,.356,2.494,0,0,8.314,1.9,6.888,9.739000000000001,.238,6.176,.356,1.188,0,2.494,0,5.938,1.544,.356,0,.8310000000000001,0,1.306,.356,.594,4.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.582,3.919,3.325,16.627,.9500000000000001,2020b,333FBU,51421_199705
51,United Kingdom,10,10,01/05/1997,199705,51620,Conservative Party,Conservatives,60,102,1,1997,.961,,30.687,0,,165,659,1,10,,1084,.8300000000000001,.185,0,0,1.476,0,.461,1.015,2.86,.277,3.875,1.015,.738,3.229,0,3.967,.185,2.306,.092,13.376,3.782,4.705,5.443000000000001,.923,0,.8300000000000001,.277,5.996,0,.092,5.074,.461,0,.092,0,0,2.03,1.199,1.384,5.074,1.199,3.413,0,3.137,0,2.583,0,9.871,.369,0,0,1.015,0,.554,.092,.554,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.738,6.827,3.875,6.458,.461,2020b,L8T3LS,51620_199705
